   1   0   1   2   2    1.000000e+00    1.000000e+00    1.000000e+00    6.090405e-01    3.025280e-01    8.510280e-02
   2   1  -1   1  -1    0.000000e+00    0.000000e+00   -7.408860e-05    0.000000e+00    0.000000e+00   -6.305147e-06
   3   1  -1   1   0    0.000000e+00    0.000000e+00   -4.133804e-04    0.000000e+00    0.000000e+00   -3.517983e-05
   4   1  -1   1   1    0.000000e+00    0.000000e+00   -2.561331e-05    0.000000e+00    0.000000e+00   -2.179765e-06
   5   1  -1   2  -2    0.000000e+00    0.000000e+00   -5.649096e-04    0.000000e+00    0.000000e+00   -4.807538e-05
   6   1  -1   2  -1    0.000000e+00    0.000000e+00   -1.054314e-05    0.000000e+00    0.000000e+00   -8.972505e-07
   7   1  -1   2   0    0.000000e+00    0.000000e+00   -3.868571e-04    0.000000e+00    0.000000e+00   -3.292262e-05
   8   1  -1   2   1    0.000000e+00    0.000000e+00    8.038933e-05    0.000000e+00    0.000000e+00    6.841356e-06
   9   1  -1   3  -3    0.000000e+00    0.000000e+00   -9.560229e-06    0.000000e+00    0.000000e+00   -8.136022e-07
  10   3  -1   3  -2    0.000000e+00    0.000000e+00    1.415556e-03    0.000000e+00    0.000000e+00    1.204678e-04
  11   1  -1   3  -1    0.000000e+00    0.000000e+00    7.405322e-06    0.000000e+00    0.000000e+00    6.302136e-07
  12   1  -1   3   0    0.000000e+00    0.000000e+00   -3.716696e-04    0.000000e+00    0.000000e+00   -3.163012e-05
  13   1  -1   3   1    0.000000e+00    0.000000e+00    8.744234e-06    0.000000e+00    0.000000e+00    7.441588e-07
  14   1  -1   3   3    0.000000e+00    0.000000e+00    1.128876e-05    0.000000e+00    0.000000e+00    9.607048e-07
  15   1  -1   4  -4    0.000000e+00    0.000000e+00    3.804193e-05    0.000000e+00    0.000000e+00    3.237475e-06
  16   1  -1   4  -3    0.000000e+00    0.000000e+00    1.169006e-04    0.000000e+00    0.000000e+00    9.948570e-06
  17   1  -1   4  -2    0.000000e+00    0.000000e+00    8.783312e-05    0.000000e+00    0.000000e+00    7.474844e-06
  18   1  -1   4  -1    0.000000e+00    0.000000e+00   -1.221651e-04    0.000000e+00    0.000000e+00   -1.039659e-05
  19   1  -1   4   0    0.000000e+00    0.000000e+00   -1.111525e-04    0.000000e+00    0.000000e+00   -9.459386e-06
  20   1  -1   4   1    0.000000e+00    0.000000e+00   -5.676333e-05    0.000000e+00    0.000000e+00   -4.830718e-06
  21   1  -1   4   3    0.000000e+00    0.000000e+00   -6.713635e-05    0.000000e+00    0.000000e+00   -5.713491e-06
  22   1  -1   4   4    0.000000e+00    0.000000e+00    1.315174e-04    0.000000e+00    0.000000e+00    1.119250e-05
  23   3   1   0   0    1.480178e-04    3.349429e-22    0.000000e+00    9.014886e-05    1.013296e-22    0.000000e+00
  24   1   1   1  -1   -2.240638e-05    0.000000e+00    1.615470e-05   -1.364639e-05    0.000000e+00    1.374810e-06
  25   1   1   1   0   -1.964194e-06    0.000000e+00   -1.502626e-04   -1.196273e-06    0.000000e+00   -1.278777e-05
  26   1   1   1   1   -8.861735e-06    0.000000e+00    7.632011e-06   -5.397155e-06    0.000000e+00    6.495055e-07
  27   1   1   2  -1    2.951425e-05    3.769471e-05    1.006205e-05    1.797537e-05    1.140371e-05    8.563084e-07
  28   3   1   2   0    6.218157e-04    5.085562e-04    1.745015e-04    3.787109e-04    1.538525e-04    1.485057e-05
  29   1   1   2   1   -6.364851e-05   -8.480267e-05   -2.143492e-05   -3.876452e-05   -2.565519e-05   -1.824172e-06
  30   3   1   2   2   -4.898866e-04   -4.209768e-04   -1.205214e-04   -2.983608e-04   -1.273573e-04   -1.025671e-05
  31   1   1   3  -3    8.164899e-05    4.360129e-05   -6.632087e-05    4.972754e-05    1.319061e-05   -5.644092e-06
  32   1   1   3  -1   -2.422640e-06    5.546572e-06    5.359029e-07   -1.475486e-06    1.677994e-06    4.560683e-08
  33   1   1   3   0   -9.448504e-05   -6.202800e-05    8.142601e-05   -5.754522e-05   -1.876521e-05    6.929581e-06
  34   1   1   3   1    3.060827e-06    3.742060e-07   -3.315459e-06    1.864168e-06    1.132078e-07   -2.821548e-07
  35   1   1   3   2   -5.191795e-06    2.022423e-05    1.647593e-05   -3.162013e-06    6.118398e-06    1.402148e-06
  36   1   1   3   3    6.894335e-05    3.635930e-05   -5.443001e-05    4.198929e-05    1.099971e-05   -4.632146e-06
  37   1   1   4  -4    2.248789e-04    1.585371e-04   -1.927975e-04    1.369603e-04    4.796192e-05   -1.640761e-05
  38   1   1   4  -3    6.076523e-06   -2.328557e-06   -9.203458e-06    3.700849e-06   -7.044539e-07   -7.832400e-07
  39   1   1   4  -1    2.296713e-06   -8.801120e-07   -3.478572e-06    1.398791e-06   -2.662586e-07   -2.960362e-07
  40   3   1   4   0    8.587709e-05    5.850096e-05   -7.499694e-05    5.230262e-05    1.769818e-05   -6.382449e-06
  41   1   1   4   1   -3.780702e-06    3.323696e-06    6.732511e-06   -2.302600e-06    1.005511e-06    5.729555e-07
  42   3   1   4   2   -2.567653e-04   -1.660334e-04    2.285199e-04   -1.563805e-04   -5.022975e-05    1.944768e-05
  43   1   1   4   3    1.000282e-05   -8.793695e-06   -1.781274e-05    6.092122e-06   -2.660339e-06   -1.515914e-06
  44   3   1   4   4    5.081278e-04    3.461236e-04   -4.437603e-04    3.094704e-04    1.047121e-04   -3.776525e-05
  45   1   1   5  -5    2.379042e-05   -5.102795e-06   -2.989277e-05    1.448933e-05   -1.543738e-06   -2.543959e-06
  46   1   1   5  -4    6.831694e-05    3.639363e-05   -6.406831e-05    4.160778e-05    1.101009e-05   -5.452393e-06
  47   1   1   5  -3   -2.476416e-05   -9.769752e-06    2.462991e-05   -1.508237e-05   -2.955624e-06    2.096074e-06
  48   1   1   5  -1   -9.820931e-06   -4.874966e-06    9.338632e-06   -5.981344e-06   -1.474814e-06    7.947437e-07
  49   1   1   5   0   -6.977928e-06   -1.449669e-06    7.478343e-06   -4.249840e-06   -4.385655e-07    6.364279e-07
