   1   0   1   3   0    1.000000e+00    1.000000e+00    1.000000e+00    2.973899e-01    9.371130e-02    1.354067e-02
   2   1  -1   1  -1    0.000000e+00    0.000000e+00   -3.127462e-03    0.000000e+00    0.000000e+00   -4.234793e-05
   3   1  -1   1   1    0.000000e+00    0.000000e+00    1.466750e-03    0.000000e+00    0.000000e+00    1.986078e-05
   4   3  -1   2  -2    0.000000e+00    0.000000e+00   -1.388277e-02    0.000000e+00    0.000000e+00   -1.879820e-04
   5   1  -1   2  -1    0.000000e+00    0.000000e+00   -6.004823e-04    0.000000e+00    0.000000e+00   -8.130931e-06
   6   1  -1   2   1    0.000000e+00    0.000000e+00    8.169824e-05    0.000000e+00    0.000000e+00    1.106249e-06
   7   1  -1   2   2    0.000000e+00    0.000000e+00    6.179345e-03    0.000000e+00    0.000000e+00    8.367245e-05
   8   1  -1   3  -3    0.000000e+00    0.000000e+00    9.335875e-04    0.000000e+00    0.000000e+00    1.264140e-05
   9   1  -1   3  -2    0.000000e+00    0.000000e+00   -2.352140e-04    0.000000e+00    0.000000e+00   -3.184955e-06
  10   1  -1   3  -1    0.000000e+00    0.000000e+00   -1.414710e-04    0.000000e+00    0.000000e+00   -1.915611e-06
  11   1  -1   3   1    0.000000e+00    0.000000e+00   -2.500246e-04    0.000000e+00    0.000000e+00   -3.385500e-06
  12   1  -1   3   2    0.000000e+00    0.000000e+00   -1.358606e-03    0.000000e+00    0.000000e+00   -1.839643e-05
  13   1  -1   3   3    0.000000e+00    0.000000e+00   -8.911125e-05    0.000000e+00    0.000000e+00   -1.206626e-06
  14   3  -1   4  -2    0.000000e+00    0.000000e+00    3.689201e-03    0.000000e+00    0.000000e+00    4.995425e-05
  15   1  -1   4  -1    0.000000e+00    0.000000e+00   -9.260301e-05    0.000000e+00    0.000000e+00   -1.253907e-06
  16   1  -1   4   1    0.000000e+00    0.000000e+00    2.429866e-05    0.000000e+00    0.000000e+00    3.290201e-07
  17   1  -1   4   2    0.000000e+00    0.000000e+00   -1.662332e-03    0.000000e+00    0.000000e+00   -2.250908e-05
  18   1  -1   5  -3    0.000000e+00    0.000000e+00   -2.732406e-04    0.000000e+00    0.000000e+00   -3.699861e-06
  19   1  -1   5  -2    0.000000e+00    0.000000e+00   -6.362565e-05    0.000000e+00    0.000000e+00   -8.615338e-07
  20   1  -1   5  -1    0.000000e+00    0.000000e+00   -1.785528e-04    0.000000e+00    0.000000e+00   -2.417724e-06
  21   1  -1   5   1    0.000000e+00    0.000000e+00    9.553048e-05    0.000000e+00    0.000000e+00    1.293546e-06
  22   1  -1   5   2    0.000000e+00    0.000000e+00   -4.123801e-04    0.000000e+00    0.000000e+00   -5.583901e-06
  23   1  -1   5   3    0.000000e+00    0.000000e+00    4.194284e-05    0.000000e+00    0.000000e+00    5.679340e-07
  24   1   1   0   0   -3.123879e-05    0.000000e+00    0.000000e+00   -9.290103e-06    0.000000e+00    0.000000e+00
  25   1   1   1  -1   -3.072036e-06    0.000000e+00   -5.182286e-05   -9.135927e-07    0.000000e+00   -7.017161e-07
  26   3   1   1   0   -1.252476e-04    0.000000e+00   -9.370646e-03   -3.724738e-05    0.000000e+00   -1.268848e-04
  27   1   1   1   1   -5.561694e-06    0.000000e+00   -5.215727e-05   -1.653992e-06    0.000000e+00   -7.062442e-07
  28   1   1   2  -2    4.216857e-04    6.985383e-04    3.699628e-04    1.254051e-04    6.546093e-05    5.009544e-06
  29   1   1   2  -1   -9.636936e-05   -1.226700e-04   -1.459845e-04   -2.865928e-05   -1.149557e-05   -1.976728e-06
  30   1   1   2   0    4.040957e-04    6.538956e-04    6.831268e-04    1.201740e-04    6.127741e-05    9.249993e-06
  31   1   1   2   1   -6.437817e-05   -6.562429e-05   -1.451001e-04   -1.914542e-05   -6.149738e-06   -1.964752e-06
  32   1   1   2   2   -1.605383e-04   -2.760088e-04   -7.223921e-05   -4.774249e-05   -2.586514e-05   -9.781671e-07
  33   1   1   3  -2   -2.380214e-04   -2.589100e-04    3.295983e-04   -7.078516e-05   -2.426279e-05    4.462981e-06
  34   1   1   3  -1   -4.310025e-06   -5.856720e-06    2.500230e-06   -1.281758e-06   -5.488408e-07    3.385479e-08
  35   3   1   3   0   -2.890416e-04   -3.076024e-04    4.213973e-04   -8.595807e-05   -2.882582e-05    5.706000e-06
  36   1   1   3   1   -1.227616e-05   -1.615585e-05    1.022280e-05   -3.650808e-06   -1.513986e-06    1.384236e-07
  37   3   1   3   2   -5.111274e-04   -5.477331e-04    7.477518e-04   -1.520042e-04   -5.132878e-05    1.012506e-05
  38   1   1   4  -3    2.908713e-05    3.436536e-05   -6.683669e-05    8.650221e-06    3.220423e-06   -9.050135e-07
  39   1   1   4  -2   -6.225773e-06   -5.650557e-06    1.074999e-05   -1.851482e-06   -5.295210e-07    1.455620e-07
  40   1   1   4  -1    1.248590e-04    8.418243e-05   -4.133743e-04    3.713182e-05    7.888845e-06   -5.597364e-06
  41   1   1   4   0    1.170327e-04    8.859163e-05   -3.290137e-04    3.480435e-05    8.302037e-06   -4.455065e-06
  42   1   1   4   1    1.351070e-04    9.025718e-05   -4.465794e-04    4.017945e-05    8.458118e-06   -6.046983e-06
  43   1   1   4   2   -2.235156e-06   -3.108483e-06    5.808655e-06   -6.647130e-07   -2.913000e-07    7.865306e-08
  44   1   1   4   3    4.564017e-06   -1.242404e-06   -4.777276e-06    1.357293e-06   -1.164273e-07   -6.468751e-08
  45   1   1   5  -2    2.372205e-04    1.491977e-04   -6.592488e-04    7.054700e-05    1.398151e-05   -8.926669e-06
  46   1   1   5  -1   -4.174833e-06   -6.519173e-06   -7.879491e-06   -1.241553e-06   -6.109202e-07   -1.066936e-07
  47   3   1   5   0   -6.568764e-04   -4.004045e-04    1.877868e-03   -1.953484e-04   -3.752243e-05    2.542758e-05
  48   1   1   5   1   -2.025391e-05   -2.191404e-05    1.134101e-05   -6.023309e-06   -2.053593e-06    1.535649e-07
