60	15
3480000.0	3496000.0
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999511309e-06	9.999999999747676e-06	9.999999999677522e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000373998e-05	1.000000000034979e-05	1.0000000000353773e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
3621000.0	3646000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.99999999986637e-06	9.999999999870622e-06	9.999999999891013e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999902045e-06	9.999999999746584e-06	9.999999999535385e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000353193e-05	1.0000000000388235e-05	1.0000000000331453e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
3646000.0	3671000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999904857e-06	9.99999999992687e-06	9.999999999850088e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999704873e-06	1.0000000000255175e-05	9.999999999473588e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000276415e-05	1.0000000000347508e-05	1.0000000000383334e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
3671000.0	3696000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999831545e-06	9.99999999989398e-06	9.999999999802934e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999975273e-06	9.999999999485372e-06	1.0000000000324684e-05
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000326312e-05	1.0000000000387158e-05	1.0000000000373529e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
3696000.0	3721000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999908337e-06	9.999999999887556e-06	9.999999999919916e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999950277e-06	9.999999999740531e-06	1.0000000000040679e-05
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000309312e-05	1.0000000000294379e-05	1.0000000000305061e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
3721000.0	3746000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999946912e-06	9.999999999880791e-06	9.999999999885565e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.99999999975003e-06	1.0000000000098116e-05	1.0000000000203856e-05
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.000000000031115e-05	1.0000000000339388e-05	1.0000000000379644e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
3746000.0	3771000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999923285e-06	9.999999999915079e-06	9.999999999866261e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999974868e-06	9.99999999963724e-06	9.999999999775247e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000311177e-05	1.0000000000356075e-05	1.0000000000365182e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
3771000.0	3796000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999921059e-06	1.0000000000006005e-05	9.999999999874198e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999898923e-06	9.999999999866988e-06	9.999999999959043e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000231549e-05	1.0000000000337969e-05	1.0000000000309788e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
3796000.0	3821000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999937625e-06	9.999999999884735e-06	9.999999999923578e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999898374e-06	1e-05	1.0000000000246315e-05
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000224526e-05	1.0000000000384596e-05	1.0000000000321433e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
3821000.0	3846000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999894513e-06	9.999999999963587e-06	9.99999999987985e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999770097e-06	1.0000000000236669e-05	9.999999999526811e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000304136e-05	1.0000000000339292e-05	1.0000000000313977e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
3846000.0	3871000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999923712e-06	9.999999999913412e-06	9.99999999986688e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.99999999979453e-06	1.0000000000170456e-05	9.999999999876275e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.000000000034761e-05	1.0000000000303098e-05	1.0000000000363495e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
3871000.0	3896000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999870947e-06	9.99999999991395e-06	9.999999999915284e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	1.0000000000103295e-05	9.999999999621877e-06	9.999999999648633e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000413314e-05	1.0000000000348262e-05	1.0000000000365955e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
3896000.0	3921000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999863164e-06	9.99999999991584e-06	9.999999999893022e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999896143e-06	9.999999999826694e-06	9.99999999981355e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000285026e-05	1.0000000000364372e-05	1.0000000000275364e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
3921000.0	3946000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999913907e-06	9.999999999925958e-06	9.999999999997055e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999895577e-06	9.999999999825251e-06	1e-05
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000345272e-05	1.0000000000294579e-05	1.0000000000347608e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
3946000.0	3971000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999872917e-06	9.99999999992199e-06	9.999999999850593e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999711263e-06	9.999999999894278e-06	9.999999999937561e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000337045e-05	1.0000000000356246e-05	1.0000000000300997e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
3971000.0	3996000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999887916e-06	9.99999999988947e-06	9.999999999907539e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	1.0000000000026393e-05	9.99999999964465e-06	9.999999999958276e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000357594e-05	1.000000000034268e-05	1.0000000000314721e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
3996000.0	4021000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.99999999987919e-06	9.999999999909218e-06	9.999999999953627e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999973463e-06	9.999999999892506e-06	1.0000000000146378e-05
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.000000000034475e-05	1.0000000000339038e-05	1.0000000000355594e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
4021000.0	4046000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999911342e-06	9.999999999896219e-06	9.99999999990196e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.9999999998399e-06	1.0000000000144527e-05	9.99999999991616e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000295561e-05	1.0000000000343017e-05	1.0000000000407173e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
4046000.0	4071000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999936826e-06	9.999999999881106e-06	9.99999999989658e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	1.0000000000080493e-05	9.999999999781395e-06	1.0000000000252118e-05
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000294058e-05	1.0000000000353564e-05	1.0000000000333191e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
4071000.0	4096000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.99999999987228e-06	9.999999999867831e-06	9.999999999823245e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999757192e-06	1e-05	9.999999999915762e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000407671e-05	1.0000000000268564e-05	1.0000000000350908e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
4096000.0	4121000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999853698e-06	9.999999999868082e-06	9.999999999898382e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	1.0000000000135643e-05	1e-05	9.999999999894452e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000317557e-05	1.0000000000382748e-05	1.000000000034066e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
4121000.0	4146000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999901728e-06	9.999999999896458e-06	9.99999999991373e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999781768e-06	1.0000000000373624e-05	1e-05
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000343237e-05	1.0000000000338712e-05	1.0000000000332915e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
4146000.0	4171000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.99999999989506e-06	9.999999999908282e-06	9.99999999989448e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999945138e-06	9.999999999886966e-06	9.999999999766684e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000282984e-05	1.000000000033702e-05	1.0000000000310659e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
4171000.0	4196000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999788339e-06	9.999999999924847e-06	9.999999999815844e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999944832e-06	9.999999999905004e-06	9.999999999936216e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000408593e-05	1.000000000034586e-05	1.000000000035714e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
4196000.0	4221000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.9999999998836e-06	9.999999999874897e-06	9.999999999862063e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.99999999997226e-06	9.999999999597618e-06	1.0000000000021314e-05
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.000000000031642e-05	1.0000000000372968e-05	1.000000000031376e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
4221000.0	4246000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999900959e-06	9.999999999980531e-06	9.999999999893293e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	1e-05	9.999999999980677e-06	9.999999999508618e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000384284e-05	1.0000000000359568e-05	1.0000000000360833e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
4246000.0	4271000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999863554e-06	9.999999999922233e-06	9.999999999818595e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999859729e-06	1e-05	9.99999999952884e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000329483e-05	1.0000000000342865e-05	1.000000000035625e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
4271000.0	4296000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999848168e-06	9.999999999930055e-06	9.999999999940536e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	1.0000000000056428e-05	1.0000000000176934e-05	1e-05
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000383222e-05	1.0000000000281727e-05	1.000000000033343e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
4296000.0	4321000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999892958e-06	9.999999999895989e-06	9.999999999943367e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.9999999998865e-06	9.999999999881023e-06	9.999999999956958e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000359546e-05	1.0000000000326574e-05	1.0000000000318694e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
4321000.0	4346000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.99999999991099e-06	9.999999999911989e-06	9.999999999864496e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999828773e-06	1.0000000000060008e-05	9.999999999848982e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000349575e-05	1.0000000000330596e-05	1.0000000000330918e-05
13	3	1	1e-05	1e-05	1e-05
14	3	2	1e-05	1e-05	1e-05
15	3	3	1e-05	1e-05	1e-05
4346000.0	4371000.0
1	1	1	1e-05	1e-05	1e-05
2	1	0	9.999999999862561e-06	9.999999999969677e-06	9.999999999882871e-06
3	1	-1	1e-05	1e-05	1e-05
4	2	-2	1e-05	1e-05	1e-05
5	2	-1	1e-05	1e-05	1e-05
6	2	0	9.999999999971298e-06	9.999999999717514e-06	9.999999999870237e-06
7	2	1	1e-05	1e-05	1e-05
8	2	2	1e-05	1e-05	1e-05
9	3	-3	1e-05	1e-05	1e-05
10	3	-2	1e-05	1e-05	1e-05
11	3	-1	1e-05	1e-05	1e-05
12	3	0	1.0000000000376898e-05	1.0000000000332737e-05	1.0000000000361957e-05
13	3	1	1e-05	1e-05	1e-05
